plot_id,accepted_name,fcover
CMDL_HC2,Thamnolia subuliformis (Ehrh.) W.L. Culb.,0.1
CMDL_HC3,Arctagrostis latifolia (R. Br.) Griseb.,1.0
CMDL_HC3,Carex aquatilis Wahlenb.,1.0
CMDL_HC3,Cladonia squamosa (Scop.) Hoffm.,0.1
CMDL_HC3,Dactylina arctica (Richardson) Nyl.,0.1
CMDL_HC3,Flavocetraria nivalis (L.) Kärnefelt & A. Thell,1.0
CMDL_HC3,Poa arctica R. Br.,3.0
CMDL_HC3,Polytrichum Hedw.,0.1
CMDL_HC3,Potentilla hyparctica Malte,45.0
CMDL_HC3,Salix rotundifolia var. rotundifolia Trautv.,3.0
CMDL_HC3,Thamnolia subuliformis (Ehrh.) W.L. Culb.,1.0
CMDL_HC4,Alectoria nigricans (Ach.) Nyl.,1.0
CMDL_HC4,Alectoria ochroleuca (Hoffm.) A. Massal.,1.0
CMDL_HC4,Cetraria islandica (L.) Ach.,0.1
CMDL_HC4,Dactylina arctica (Richardson) Nyl.,1.0
CMDL_HC4,Dicranum Hedw.,20.0
CMDL_HC4,Distichium Bruch & Schimp.,1.0
CMDL_HC4,Luzula confusa Lindenb.,15.0
CMDL_HC4,Luzula nivalis (Laest.) Beurling,0.1
CMDL_HC4,Salix rotundifolia var. rotundifolia Trautv.,30.0
CMDL_HC4,Sphaerophorus globosus (Huds.) Vain.,0.1
CMDL_HC4,Thamnolia subuliformis (Ehrh.) W.L. Culb.,0.1
CMDL_HC5,Alectoria nigricans (Ach.) Nyl.,1.0
CMDL_HC5,Cladonia coccifera (L.) Willd.,1.0
CMDL_HC5,Cladonia squamosa (Scop.) Hoffm.,0.1
CMDL_HC5,Cladonia uncialis (L.) F.H. Wigg.,0.1
CMDL_HC5,Dactylina arctica (Richardson) Nyl.,3.0
CMDL_HC5,Dicranum Hedw.,15.0
CMDL_HC5,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,0.1
CMDL_HC5,Luzula confusa Lindenb.,10.0
CMDL_HC5,Luzula nivalis (Laest.) Beurling,1.0
CMDL_HC5,Polytrichum Hedw.,0.1
CMDL_HC5,Potentilla hyparctica Malte,10.0
CMDL_HC5,Sphaerophorus globosus (Huds.) Vain.,1.0
CMDL_HC5,Stellaria L.,0.1
CMDL_HC5,Thamnolia subuliformis (Ehrh.) W.L. Culb.,0.1
CMDL_TR1,Bryum Hedw.,0.1
CMDL_TR1,Cardamine polemonioides Rouy,0.1
CMDL_TR1,Carex aquatilis Wahlenb.,10.0
CMDL_TR1,Drepanocladus (Müll. Hal.) G. Roth,90.0
CMDL_TR1,Dupontia fisheri R. Br.,10.0
CMDL_TR1,Eriophorum russeolum Fr. ex Hartm.,3.0
CMDL_TR2,Cardamine polemonioides Rouy,0.1
CMDL_TR2,Carex aquatilis Wahlenb.,20.0
CMDL_TR2,Drepanocladus (Müll. Hal.) G. Roth,90.0
CMDL_TR2,Dupontia fisheri R. Br.,10.0
CMDL_TR2,Eriophorum russeolum Fr. ex Hartm.,0.1
CMDL_TR2,Petasites frigidus (L.) Fr.,3.0
CMDL_TR3,Bryum Hedw.,3.0
CMDL_TR3,Carex aquatilis Wahlenb.,10.0
CMDL_TR3,Drepanocladus (Müll. Hal.) G. Roth,60.0
CMDL_TR3,Dupontia fisheri R. Br.,5.0
CMDL_TR3,Eriophorum russeolum Fr. ex Hartm.,1.0
CMDL_TR3,Sarmentypnum sarmentosum (Wahlenb.) Tuom. & T.J. Kop.,20.0
CMDL_TR4,Carex aquatilis Wahlenb.,15.0
CMDL_TR4,Distichium Bruch & Schimp.,100.0
CMDL_TR4,Dupontia fisheri R. Br.,15.0
CMDL_TR4,Eriophorum russeolum Fr. ex Hartm.,1.0
CMDL_TR5,Carex aquatilis Wahlenb.,3.0
CMDL_TR5,Dupontia fisheri R. Br.,5.0
CMDL_TR5,Sarmentypnum sarmentosum (Wahlenb.) Tuom. & T.J. Kop.,100.0
CPBWM-1,Alectoria Ach.,0.7
CPBWM-1,Arctagrostis latifolia (R. Br.) Griseb.,0.7
CPBWM-1,Betula nana L.,10.0
CPBWM-1,Carex bigelowii ssp. ensifolia (Turcz. ex Gorodkov) Holub.,32.0
CPBWM-1,Carex scirpoidea Michx.,0.7
CPBWM-1,Carex vaginata Tausch,0.7
CPBWM-1,Cassiope tetragona (L.) D. Don,20.0
CPBWM-1,Cladonia P. Browne,0.7
CPBWM-1,Cladonia arbuscula ssp. mitis (Sandst.) Ruoss,0.7
CPBWM-1,Cladonia rangiferina (L.) F.H. Wigg.,3.3
CPBWM-1,Dactylina arctica (Richardson) Nyl.,1.3
CPBWM-1,Dryas integrifolia Vahl,4.7
CPBWM-1,Eriophorum angustifolium Honck.,0.7
CPBWM-1,Eriophorum vaginatum L.,34.7
CPBWM-1,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,6.0
CPBWM-1,Hylocomium splendens (Hedw.) Schimp.,0.7
CPBWM-1,Pedicularis labradorica Wirsing,1.3
CPBWM-1,Peltigera Willd.,3.3
CPBWM-1,Polytrichum Hedw.,1.3
CPBWM-1,Rhododendron tomentosum ssp. decumbens (Aiton) Elven & D.F. Murray,1.3
CPBWM-1,Salix phlebophylla Andersson,1.3
CPBWM-1,Salix pulchra Cham.,15.3
CPBWM-1,Salix reticulata L.,2.0
CPBWM-1,Thamnolia vermicularis (Sw.) Ach. ex Schaer.,4.0
CPBWM-1,Vaccinium uliginosum L.,0.7
CPBWM-1,Vaccinium vitis-idaea L.,7.3
CPBWM-26,Aulacomnium turgidum (Wahlenb.) Schwägr.,2.0
CPBWM-26,Carex aquatilis Wahlenb.,4.7
CPBWM-26,Carex chordorrhiza Ehrh. ex L. f.,8.7
CPBWM-26,Carex rotundata Wahlenb.,0.7
CPBWM-26,Carex williamsii Britton,0.7
CPBWM-26,Drepanocladus (Müll. Hal.) G. Roth,1.3
CPBWM-26,Eriophorum angustifolium Honck.,18.7
CPBWM-26,Eriophorum russeolum Fr. ex Hartm.,6.7
CPBWM-26,Meesia triquetra (L. ex Jolycl.) Ångstr.,1.3
CPBWM-26,Oncophorus wahlenbergii Brid.,0.7
CPBWM-26,Scorpidium scorpioides (Hedw.) Limpr.,4.7
CPBWM-29,Andromeda polifolia L.,3.3
CPBWM-29,Arctous rubra (Rehder & Wilson) Nakai,1.3
CPBWM-29,Aulacomnium turgidum (Wahlenb.) Schwägr.,2.7
CPBWM-29,Betula nana L.,2.7
CPBWM-29,Carex aquatilis Wahlenb.,12.0
CPBWM-29,Carex bigelowii ssp. ensifolia (Turcz. ex Gorodkov) Holub.,1.3
CPBWM-29,Carex chordorrhiza Ehrh. ex L. f.,6.0
CPBWM-29,Carex membranacea Hook.,0.7
CPBWM-29,Carex rariflora (Wahlenb.) Sm.,0.7
CPBWM-29,Carex rotundata Wahlenb.,6.0
CPBWM-29,Carex saxatilis L.,2.0
CPBWM-29,Carex stylosa C.A. Mey.,2.0
CPBWM-29,Carex vaginata Tausch,2.0
CPBWM-29,Cassiope tetragona (L.) D. Don,0.7
CPBWM-29,Cladonia P. Browne,0.7
CPBWM-29,Dicranum Hedw.,1.3
CPBWM-29,Drepanocladus (Müll. Hal.) G. Roth,8.7
CPBWM-29,Eriophorum angustifolium Honck.,24.7
CPBWM-29,Eriophorum russeolum Fr. ex Hartm.,15.3
CPBWM-29,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,0.7
CPBWM-29,Hylocomium splendens (Hedw.) Schimp.,0.7
CPBWM-29,Oncophorus wahlenbergii Brid.,2.7
CPBWM-29,Ptilidium ciliare (L.) Hampe,0.7
CPBWM-29,Rhododendron tomentosum ssp. decumbens (Aiton) Elven & D.F. Murray,2.0
CPBWM-29,Rubus chamaemorus L.,0.7
CPBWM-29,Scorpidium scorpioides (Hedw.) Limpr.,20.0
CPBWM-29,Tomentypnum nitens (Hedw.) Loeske,2.7
CPBWM-29,Vaccinium vitis-idaea L.,1.3
CPBWM-2B,Aulacomnium turgidum (Wahlenb.) Schwägr.,0.7
CPBWM-2B,Carex aquatilis Wahlenb.,11.3
CPBWM-2B,Carex bigelowii ssp. ensifolia (Turcz. ex Gorodkov) Holub.,0.7
CPBWM-2B,Carex rotundata Wahlenb.,4.7
CPBWM-2B,Eriophorum russeolum Fr. ex Hartm.,0.7
CPBWM-2B,Salix pulchra Cham.,1.3
CPBWM-31,Carex chordorrhiza Ehrh. ex L. f.,3.0
CPBWM-31,Carex rotundata Wahlenb.,5.0
CPBWM-31,Eriophorum angustifolium Honck.,11.0
CPBWM-31,Eriophorum vaginatum L.,1.0
CPBWM-31,Scorpidium scorpioides (Hedw.) Limpr.,27.0
CPBWM-31,Sphagnum L.,2.0
CPBWM-31,Sphagnum squarrosum Crome,1.0
CPBWM-31,Sphagnum warnstorfii Russow,2.0
CPBWM-36,Carex aquatilis Wahlenb.,36.7
CPBWM-36,Carex chordorrhiza Ehrh. ex L. f.,0.7
CPBWM-36,Carex rotundata Wahlenb.,6.7
CPBWM-36,Cassiope tetragona (L.) D. Don,0.7
CPBWM-36,Eriophorum chamissonis C.A. Mey.,0.7
CPBWM-36,Salix pulchra Cham.,0.7
CPBWM-36,Scorpidium scorpioides (Hedw.) Limpr.,1.3
CPBWM-36,Sphagnum L.,4.7
CPBWM-36,Sphagnum squarrosum Crome,0.7
CPBWM-38,Andromeda polifolia L.,2.0
CPBWM-38,Aulacomnium turgidum (Wahlenb.) Schwägr.,2.0
CPBWM-38,Betula nana L.,2.0
CPBWM-38,Campylium stellatum (Hedw.) C.E.O. Jensen,4.0
CPBWM-38,Carex aquatilis Wahlenb.,4.7
CPBWM-38,Carex bigelowii ssp. ensifolia (Turcz. ex Gorodkov) Holub.,10.0
CPBWM-38,Carex chordorrhiza Ehrh. ex L. f.,11.3
CPBWM-38,Carex rotundata Wahlenb.,13.3
CPBWM-38,Carex scirpoidea Michx.,1.3
CPBWM-38,Cassiope tetragona (L.) D. Don,1.3
CPBWM-38,Cladonia arbuscula ssp. mitis (Sandst.) Ruoss,3.3
CPBWM-38,Dicranum Hedw.,0.7
CPBWM-38,Eriophorum angustifolium Honck.,1.3
CPBWM-38,Eriophorum vaginatum L.,0.7
CPBWM-38,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,0.7
CPBWM-38,Hylocomium splendens (Hedw.) Schimp.,1.3
CPBWM-38,Ptilidium ciliare (L.) Hampe,0.7
CPBWM-38,Rhododendron tomentosum ssp. decumbens (Aiton) Elven & D.F. Murray,1.3
CPBWM-38,Salix fuscescens Andersson,0.7
CPBWM-38,Scorpidium scorpioides (Hedw.) Limpr.,14.7
CPBWM-38,Sphagnum L.,2.7
CPBWM-38,Tomentypnum nitens (Hedw.) Loeske,1.3
CPBWM-38,Trichophorum cespitosum (L.) Schur,1.3
CPBWM-38,Vaccinium uliginosum L.,2.7
CPBWM-3B,Andromeda polifolia L.,2.0
CPBWM-3B,Betula nana L.,3.3
CPBWM-3B,Carex aquatilis Wahlenb.,3.3
CPBWM-3B,Carex chordorrhiza Ehrh. ex L. f.,12.7
CPBWM-3B,Carex rotundata Wahlenb.,24.0
CPBWM-3B,Cladonia P. Browne,1.3
CPBWM-3B,Cladonia rangiferina (L.) F.H. Wigg.,0.7
CPBWM-3B,Eriophorum angustifolium Honck.,2.0
CPBWM-3B,Eriophorum chamissonis C.A. Mey.,4.0
CPBWM-3B,Eriophorum vaginatum L.,1.3
CPBWM-3B,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,1.3
CPBWM-3B,Masonhalea Kärnefelt,0.7
CPBWM-3B,Rhododendron tomentosum ssp. decumbens (Aiton) Elven & D.F. Murray,2.0
CPBWM-3B,Vaccinium uliginosum L.,0.7
CPBWM-3B,Vaccinium vitis-idaea L.,4.0
CPBWM-40,Andromeda polifolia L.,4.0
CPBWM-40,Aulacomnium turgidum (Wahlenb.) Schwägr.,4.0
CPBWM-40,Betula nana L.,5.3
CPBWM-40,Bistorta vivipara (L.) Delarbre,0.7
CPBWM-40,Carex aquatilis Wahlenb.,4.0
CPBWM-40,Carex bigelowii ssp. ensifolia (Turcz. ex Gorodkov) Holub.,12.7
CPBWM-40,Carex chordorrhiza Ehrh. ex L. f.,10.0
CPBWM-40,Carex livida (Wahlenb.) Willd.,1.3
CPBWM-40,Carex rotundata Wahlenb.,2.0
CPBWM-40,Carex saxatilis L.,0.7
CPBWM-40,Carex williamsii Britton,0.7
CPBWM-40,Cassiope tetragona (L.) D. Don,2.0
CPBWM-40,Cladonia P. Browne,1.3
CPBWM-40,Cladonia arbuscula ssp. mitis (Sandst.) Ruoss,0.7
CPBWM-40,Cladonia rangiferina (L.) F.H. Wigg.,1.3
CPBWM-40,Cladonia stygia (Fr.) Ruoss,0.7
CPBWM-40,Dactylina arctica (Richardson) Nyl.,0.7
CPBWM-40,Dicranum Hedw.,4.0
CPBWM-40,Drepanocladus (Müll. Hal.) G. Roth,7.3
CPBWM-40,Eriophorum angustifolium Honck.,24.0
CPBWM-40,Eriophorum russeolum Fr. ex Hartm.,35.3
CPBWM-40,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,1.3
CPBWM-40,Oncophorus wahlenbergii Brid.,1.3
CPBWM-40,Pedicularis labradorica Wirsing,1.3
CPBWM-40,Rhododendron tomentosum ssp. decumbens (Aiton) Elven & D.F. Murray,2.0
CPBWM-40,Rubus chamaemorus L.,2.0
CPBWM-40,Salix fuscescens Andersson,0.7
CPBWM-40,Salix pulchra Cham.,2.0
CPBWM-40,Scorpidium scorpioides (Hedw.) Limpr.,7.3
CPBWM-40,Sphagnum L.,0.7
CPBWM-40,Thamnolia vermicularis (Sw.) Ach. ex Schaer.,1.3
CPBWM-40,Tomentypnum nitens (Hedw.) Loeske,2.7
CPBWM-40,Vaccinium uliginosum L.,2.0
CPBWM-40,Vaccinium vitis-idaea L.,2.7
CPBWM-51,Aulacomnium turgidum (Wahlenb.) Schwägr.,1.3
CPBWM-51,Blepharostoma trichophyllum (L.) Dumort.,0.7
CPBWM-51,Carex aquatilis Wahlenb.,16.0
CPBWM-51,Cassiope tetragona (L.) D. Don,2.0
CPBWM-51,Cinclidium arcticum Bruch & Schimp.,0.7
CPBWM-51,Eriophorum angustifolium Honck.,24.0
CPBWM-51,Eriophorum scheuchzeri Hoppe,23.3
CPBWM-51,Oncophorus wahlenbergii Brid.,0.7
CPBWM-51,Pedicularis albolabiata (Hultén) Kozh.,0.7
CPBWM-51,Salix pulchra Cham.,2.0
CPBWM-51,Sphagnum L.,0.7
CPBWM-52,Aulacomnium acuminatum (Lindb. & Arnell) Kindb.,1.3
CPBWM-52,Carex aquatilis Wahlenb.,52.0
CPBWM-52,Cladonia gracilis (L.) Willd.,0.7
CPBWM-52,Dicranum elongatum Schleich. ex Schwägr.,0.7
CPBWM-52,Eriophorum scheuchzeri Hoppe,4.0
CPBWM-52,Salix fuscescens Andersson,0.7
CPBWM-52,Salix pulchra Cham.,0.7
CPBWM-52,Scorpidium scorpioides (Hedw.) Limpr.,1.3
CPBWM-52,Sphagnum L.,2.0
CPBWM-52,Sphagnum fuscum (Schimp.) Klinggr.,0.7
CPBWM-52,Sphagnum squarrosum Crome,1.3
CPBWM-53,Aulacomnium acuminatum (Lindb. & Arnell) Kindb.,2.0
CPBWM-53,Aulacomnium turgidum (Wahlenb.) Schwägr.,0.7
CPBWM-53,Carex aquatilis Wahlenb.,28.7
CPBWM-53,Carex rotundata Wahlenb.,8.7
CPBWM-53,Cinclidium stygium Sw.,0.7
CPBWM-53,Cladonia P. Browne,0.7
CPBWM-53,Cladonia gracilis (L.) Willd.,0.7
CPBWM-53,Dicranum Hedw.,3.3
CPBWM-53,Drepanocladus arcticus (R.S. Williams) Hedenäs,0.7
CPBWM-53,Eriophorum angustifolium Honck.,16.0
CPBWM-53,Eriophorum scheuchzeri Hoppe,18.0
CPBWM-53,Eriophorum vaginatum L.,0.7
CPBWM-53,Salix arctica Pall.,0.7
CPBWM-53,Salix pulchra Cham.,5.3
CPBWM-53,Salix richardsonii Hook.,0.7
CPBWM-53,Scorpidium revolvens (Sw.) Hedenäs,2.0
CPBWM-53,Sphagnum L.,0.7
CPBWM-53,Tomentypnum nitens (Hedw.) Loeske,0.7
CPBWM-54,Aulacomnium turgidum (Wahlenb.) Schwägr.,1.3
CPBWM-54,Blepharostoma trichophyllum (L.) Dumort.,1.3
CPBWM-54,Bryocaulon divergens (Ach.) Kärnefelt,2.7
CPBWM-54,Carex aquatilis Wahlenb.,22.0
CPBWM-54,Carex rotundata Wahlenb.,8.0
CPBWM-54,Cassiope tetragona (L.) D. Don,1.3
CPBWM-54,Cinclidium Sw.,0.7
CPBWM-54,Cladonia P. Browne,0.7
CPBWM-54,Cladonia arbuscula ssp. mitis (Sandst.) Ruoss,3.3
CPBWM-54,Dactylina arctica (Richardson) Nyl.,0.7
CPBWM-54,Dicranum elongatum Schleich. ex Schwägr.,12.7
CPBWM-54,Eriophorum angustifolium Honck.,1.3
CPBWM-54,Eriophorum scheuchzeri Hoppe,11.3
CPBWM-54,Eriophorum vaginatum L.,7.3
CPBWM-54,Fuscocephaloziopsis albescens (Hook.) Vána & L. Söderstr.,4.0
CPBWM-54,Hylocomium splendens (Hedw.) Schimp.,1.3
CPBWM-54,Luzula parviflora (Ehrh.) Desv.,2.0
CPBWM-54,Meesia triquetra (L. ex Jolycl.) Ångstr.,0.7
CPBWM-54,Ochrolechia frigida (Sw.) Lynge,0.7
CPBWM-54,Oncophorus wahlenbergii Brid.,1.3
CPBWM-54,Pedicularis L.,0.7
CPBWM-54,Peltigera Willd.,0.7
CPBWM-54,Polytrichum Hedw.,3.3
CPBWM-54,Rhododendron tomentosum ssp. decumbens (Aiton) Elven & D.F. Murray,8.0
CPBWM-54,Rubus chamaemorus L.,2.7
CPBWM-54,Salix fuscescens Andersson,0.7
CPBWM-54,Salix pulchra Cham.,1.3
CPBWM-54,Scapania (Dumort.) Dumort.,0.7
CPBWM-54,Scorpidium scorpioides (Hedw.) Limpr.,8.0
CPBWM-54,Sphagnum L.,3.3
CPBWM-54,Sphagnum fuscum (Schimp.) Klinggr.,0.7
CPBWM-54,Thamnolia vermicularis (Sw.) Ach. ex Schaer.,2.0
CPBWM-54,Vaccinium vitis-idaea L.,13.3
CPBWM-56,Aulacomnium turgidum (Wahlenb.) Schwägr.,0.7
CPBWM-56,Carex aquatilis Wahlenb.,33.3
CPBWM-56,Cassiope tetragona (L.) D. Don,3.3
CPBWM-56,Cetraria islandica (L.) Ach.,1.3
CPBWM-56,Cladonia P. Browne,0.7
CPBWM-56,Coptidium pallasii (Schltdl.) Tzvelev,0.7
CPBWM-56,Dicranum Hedw.,2.7
CPBWM-56,Dicranum elongatum Schleich. ex Schwägr.,2.0
CPBWM-56,Eriophorum angustifolium Honck.,1.3
CPBWM-56,Eriophorum scheuchzeri Hoppe,6.7
CPBWM-56,Eriophorum vaginatum L.,1.3
CPBWM-56,Hamatocaulis vernicosus (Mitt.) Hedenäs,0.7
CPBWM-56,Oncophorus wahlenbergii Brid.,0.7
CPBWM-56,Pedicularis L.,0.7
CPBWM-56,Polytrichum strictum Brid.,0.7
CPBWM-56,Pseudocalliergon trifarium (F. Weber & D. Mohr) Loeske,0.7
CPBWM-56,Rubus chamaemorus L.,2.0
CPBWM-56,Salix fuscescens Andersson,4.7
CPBWM-56,Salix pulchra Cham.,4.0
CPBWM-56,Scapania (Dumort.) Dumort.,1.3
CPBWM-56,Scorpidium scorpioides (Hedw.) Limpr.,8.7
CPBWM-56,Sphagnum L.,15.3
CPBWM-56,Sphagnum fuscum (Schimp.) Klinggr.,0.7
CPBWM-56,Sphagnum squarrosum Crome,0.7
CPBWM-62,Andromeda polifolia L.,0.7
CPBWM-62,Betula nana L.,1.3
CPBWM-62,Carex aquatilis Wahlenb.,50.7
CPBWM-62,Carex rotundata Wahlenb.,2.7
CPBWM-62,Cinclidium Sw.,1.3
CPBWM-62,Cladonia gracilis (L.) Willd.,1.3
CPBWM-62,Coptidium pallasii (Schltdl.) Tzvelev,0.7
CPBWM-62,Eriophorum angustifolium Honck.,19.3
CPBWM-62,Eriophorum scheuchzeri Hoppe,2.0
CPBWM-62,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,0.7
CPBWM-62,Polytrichum commune Hedw.,0.7
CPBWM-62,Rhododendron tomentosum ssp. decumbens (Aiton) Elven & D.F. Murray,2.0
CPBWM-62,Salix fuscescens Andersson,0.7
CPBWM-62,Salix pulchra Cham.,2.0
CPBWM-62,Scorpidium scorpioides (Hedw.) Limpr.,1.3
CPBWM-62,Sphagnum angustifolium (C.E.O. Jensen ex Russow) C.E.O. Jensen,8.7
CPBWM-62,Sphagnum balticum (Russow) C.E.O. Jensen,5.3
CPBWM-62,Sphagnum warnstorfii Russow,0.7
CPBWM-63,Aulacomnium Schwägr.,1.3
CPBWM-63,Bryocaulon divergens (Ach.) Kärnefelt,9.3
CPBWM-63,Carex aquatilis Wahlenb.,14.7
CPBWM-63,Carex rotundata Wahlenb.,0.7
CPBWM-63,Cetraria laevigata Rass.,0.7
CPBWM-63,Cladonia arbuscula ssp. mitis (Sandst.) Ruoss,0.7
CPBWM-63,Cladonia rangiferina (L.) F.H. Wigg.,1.3
CPBWM-63,Dicranum groenlandicum Brid.,3.3
CPBWM-63,Eriophorum scheuchzeri Hoppe,8.0
CPBWM-63,Eriophorum vaginatum L.,14.0
CPBWM-63,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,3.3
CPBWM-63,Rhododendron tomentosum ssp. decumbens (Aiton) Elven & D.F. Murray,11.3
CPBWM-63,Rubus chamaemorus L.,7.3
CPBWM-63,Salix pulchra Cham.,0.7
CPBWM-63,Sphagnum L.,32.7
CPBWM-63,Thamnolia vermicularis (Sw.) Ach. ex Schaer.,2.0
CPBWM-63,Vaccinium vitis-idaea L.,14.0
CPBWM-64,Alectoria nigricans (Ach.) Nyl.,0.7
CPBWM-64,Aulacomnium turgidum (Wahlenb.) Schwägr.,1.3
CPBWM-64,Betula nana L.,1.3
CPBWM-64,Carex aquatilis Wahlenb.,59.3
CPBWM-64,Carex rotundata Wahlenb.,18.7
CPBWM-64,Cinclidium Sw.,3.3
CPBWM-64,Cladonia uncialis (L.) F.H. Wigg.,1.3
CPBWM-64,Dactylina arctica (Richardson) Nyl.,0.7
CPBWM-64,Drepanocladus (Müll. Hal.) G. Roth,0.7
CPBWM-64,Eriophorum angustifolium Honck.,12.0
CPBWM-64,Eriophorum vaginatum L.,0.7
CPBWM-64,Luzula wahlenbergii Rupr.,0.7
CPBWM-64,Polytrichum commune Hedw.,2.7
CPBWM-64,Polytrichum strictum Brid.,1.3
CPBWM-64,Salix fuscescens Andersson,4.0
CPBWM-64,Salix pulchra Cham.,4.0
CPBWM-64,Sphagnum angustifolium (C.E.O. Jensen ex Russow) C.E.O. Jensen,4.7
CPBWM-64,Sphagnum fuscum (Schimp.) Klinggr.,5.3
CPBWM-64,Sphagnum magellanicum Brid.,1.3
CPBWM-64,Sphagnum squarrosum Crome,1.3
CPBWM-64,Sphagnum warnstorfii Russow,0.7
CPBWM-64,Vaccinium vitis-idaea L.,1.3
CPBWM-69,Carex aquatilis Wahlenb.,41.3
CPBWM-69,Carex rariflora (Wahlenb.) Sm.,0.7
CPBWM-69,Dicranum groenlandicum Brid.,0.7
CPBWM-69,Eriophorum angustifolium Honck.,4.0
CPBWM-69,Eriophorum scheuchzeri Hoppe,13.3
CPBWM-69,Polytrichum strictum Brid.,0.7
CPBWM-69,Sphagnum L.,21.3
CPBWM-70,Aulacomnium turgidum (Wahlenb.) Schwägr.,0.7
CPBWM-70,Bryocaulon divergens (Ach.) Kärnefelt,0.7
CPBWM-70,Carex aquatilis Wahlenb.,46.0
CPBWM-70,Carex rotundata Wahlenb.,7.3
CPBWM-70,Cassiope tetragona (L.) D. Don,0.7
CPBWM-70,Cladonia P. Browne,0.7
CPBWM-70,Cladonia gracilis (L.) Willd.,1.3
CPBWM-70,Coptidium pallasii (Schltdl.) Tzvelev,0.7
CPBWM-70,Dactylina arctica (Richardson) Nyl.,0.7
CPBWM-70,Dicranum Hedw.,1.3
CPBWM-70,Drepanocladus (Müll. Hal.) G. Roth,0.7
CPBWM-70,Eriophorum angustifolium Honck.,11.3
CPBWM-70,Eriophorum russeolum Fr. ex Hartm.,8.0
CPBWM-70,Eriophorum vaginatum L.,8.0
CPBWM-70,Luzula multiflora (Ehrh.) Lej.,0.7
CPBWM-70,Oncophorus wahlenbergii Brid.,0.7
CPBWM-70,Poa arctica R. Br.,0.7
CPBWM-70,Polytrichum strictum Brid.,2.0
CPBWM-70,Sphagnum angustifolium (C.E.O. Jensen ex Russow) C.E.O. Jensen,8.0
CPBWM-70,Thamnolia vermicularis (Sw.) Ach. ex Schaer.,0.7
CPBWM-70,Vaccinium vitis-idaea L.,6.7
CPBWM-71,Aulacomnium palustre (Hedw.) Schwägr.,0.7
CPBWM-71,Aulacomnium turgidum (Wahlenb.) Schwägr.,1.3
CPBWM-71,Betula nana ssp. exilis (Sukaczev) Hultén,0.7
CPBWM-71,Calliergon cordifolium (Hedw.) Kindb.,0.7
CPBWM-71,Carex aquatilis Wahlenb.,40.0
CPBWM-71,Carex chordorrhiza Ehrh. ex L. f.,42.0
CPBWM-71,Comarum palustre L.,4.7
CPBWM-71,Eriophorum angustifolium Honck.,0.7
CPBWM-71,Eriophorum chamissonis C.A. Mey.,4.0
CPBWM-71,Polytrichum strictum Brid.,1.3
CPBWM-71,Salix fuscescens Andersson,2.7
CPBWM-71,Scorpidium revolvens (Sw.) Hedenäs,8.7
CPBWM-71,Sphagnum squarrosum Crome,12.7
CPBWM-71,Sphagnum subfulvum Sjörs,4.7
CPBWM-71,Sphagnum warnstorfii Russow,0.7
CPBWM-73,Aulacomnium turgidum (Wahlenb.) Schwägr.,0.7
CPBWM-73,Betula nana ssp. exilis (Sukaczev) Hultén,16.1
CPBWM-73,Carex aquatilis Wahlenb.,26.8
CPBWM-73,Carex holostoma Drejer,3.4
CPBWM-73,Carex rariflora (Wahlenb.) Sm.,1.3
CPBWM-73,Carex rotundata Wahlenb.,22.8
CPBWM-73,Cassiope tetragona (L.) D. Don,4.3
CPBWM-73,Cephalozia (Dumort.) Dumort.,3.4
CPBWM-73,Cladonia P. Browne,6.7
CPBWM-73,Cladonia arbuscula ssp. mitis (Sandst.) Ruoss,0.7
CPBWM-73,Cladonia rangiferina (L.) F.H. Wigg.,1.3
CPBWM-73,Dactylina arctica (Richardson) Nyl.,0.7
CPBWM-73,Dicranum Hedw.,1.3
CPBWM-73,Dicranum elongatum Schleich. ex Schwägr.,9.2
CPBWM-73,Dicranum spadiceum J.E. Zetterst.,3.4
CPBWM-73,Drepanocladus (Müll. Hal.) G. Roth,0.7
CPBWM-73,Eriophorum angustifolium Honck.,4.3
CPBWM-73,Eriophorum scheuchzeri Hoppe,0.7
CPBWM-73,Eriophorum vaginatum L.,7.4
CPBWM-73,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,1.3
CPBWM-73,Odontoschisma macounii (Austin) Underw.,0.7
CPBWM-73,Oncophorus wahlenbergii Brid.,0.7
CPBWM-73,Pedicularis interior (Hultén) Molau & D.F. Murray,0.7
CPBWM-73,Polytrichum Hedw.,0.7
CPBWM-73,Polytrichum strictum Brid.,0.7
CPBWM-73,Rhododendron tomentosum ssp. decumbens (Aiton) Elven & D.F. Murray,8.5
CPBWM-73,Salix fuscescens Andersson,3.4
CPBWM-73,Sphagnum angustifolium (C.E.O. Jensen ex Russow) C.E.O. Jensen,11.4
CPBWM-73,Sphagnum fuscum (Schimp.) Klinggr.,6.4
CPBWM-73,Sphagnum magellanicum Brid.,2.7
CPBWM-73,Sphagnum warnstorfii Russow,2.1
