plot_id,accepted_name,fcover
2010-48,Carex bigelowii Torr. ex Schwein.,9.1
2010-48,Cetraria islandica (L.) Ach.,1.4
2010-48,Cinclidium Sw.,0.01
2010-48,Cladonia P. Browne,4.5
2010-48,Dactylina arctica (Richardson) Nyl.,1.4
2010-48,Dicranum Hedw.,1.6
2010-48,Distichium capillaceum (Hedw.) Bruch & Schimp.,0.2
2010-48,Drepanocladus (Müll. Hal.) G. Roth,0.01
2010-48,Eriophorum vaginatum L.,14.0
2010-48,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,3.0
2010-48,Hylocomium splendens (Hedw.) Schimp.,2.9
2010-48,Oncophorus wahlenbergii Brid.,0.4
2010-48,Pohlia cruda (Hedw.) Lindb.,0.3
2010-48,Polytrichum Hedw.,0.4
2010-48,Rhododendron tomentosum Harmaja,5.1
2010-48,Salix pulchra Cham.,0.8
2010-48,Sphagnum L.,21.2
2010-48,Thamnolia Ach. ex Schaer.,2.0
2010-48,Vaccinium vitis-idaea L.,7.9
2010-49,Alectoria Ach.,5.7
2010-49,Asahinea chrysantha (Tuck.) W.L. Culb. & C.F. Culb.,0.1
2010-49,Aulacomnium turgidum (Wahlenb.) Schwägr.,1.7
2010-49,Bryocaulon divergens (Ach.) Kärnefelt,0.01
2010-49,Calamagrostis holmii Lange,1.6
2010-49,Carex bigelowii Torr. ex Schwein.,13.5
2010-49,Cetraria islandica (L.) Ach.,1.0
2010-49,Cladonia P. Browne,3.9
2010-49,Dactylina arctica (Richardson) Nyl.,0.9
2010-49,Dicranum Hedw.,0.9
2010-49,Distichium capillaceum (Hedw.) Bruch & Schimp.,4.0
2010-49,Eriophorum vaginatum L.,1.6
2010-49,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,3.5
2010-49,Flavocetraria nivalis (L.) Kärnefelt & A. Thell,0.1
2010-49,Hierochloë alpina (Sw. ex Willd.) Roem. & Schult.,0.9
2010-49,Hylocomium splendens (Hedw.) Schimp.,0.8
2010-49,Luzula confusa Lindenb.,2.0
2010-49,Myurella julacea (Schwägr.) Schimp.,0.01
2010-49,Ochrolechia frigida (Sw.) Lynge,0.1
2010-49,Pertusaria DC.,0.2
2010-49,Petasites frigidus (L.) Fr.,1.1
2010-49,Pohlia cruda (Hedw.) Lindb.,0.5
2010-49,Polytrichum Hedw.,2.9
2010-49,Racomitrium lanuginosum (Hedw.) Brid.,2.1
2010-49,Rhododendron tomentosum Harmaja,9.8
2010-49,Rubus chamaemorus L.,0.8
2010-49,Sphaerophorus globosus (Huds.) Vain.,0.8
2010-49,Stereocaulon tomentosum Fr.,1.2
2010-49,Thamnolia Ach. ex Schaer.,2.5
2010-49,Vaccinium vitis-idaea L.,20.8
2010-50,Alectoria Ach.,0.01
2010-50,Arctagrostis latifolia (R. Br.) Griseb.,0.2
2010-50,Aulacomnium turgidum (Wahlenb.) Schwägr.,1.8
2010-50,Betula nana L.,21.0
2010-50,Carex bigelowii Torr. ex Schwein.,2.8
2010-50,Cladonia P. Browne,0.5
2010-50,Dactylina arctica (Richardson) Nyl.,0.6
2010-50,Dicranum Hedw.,3.0
2010-50,Drepanocladus (Müll. Hal.) G. Roth,0.01
2010-50,Eriophorum vaginatum L.,22.9
2010-50,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,1.1
2010-50,Flexitrichum flexicaule (Schwägr.) Ignatov & Fedosov,1.3
2010-50,Hylocomium splendens (Hedw.) Schimp.,1.1
2010-50,Pedicularis albolabiata (Hultén) Kozh.,0.2
2010-50,Pedicularis lapponica L.,0.01
2010-50,Pleurozium schreberi (Willd. ex Brid.) Mitt.,1.5
2010-50,Pohlia cruda (Hedw.) Lindb.,0.4
2010-50,Polytrichum Hedw.,0.3
2010-50,Rhododendron tomentosum Harmaja,3.8
2010-50,Salix pulchra Cham.,3.3
2010-50,Sphagnum L.,30.8
2010-50,Tetraplodon mnioides (Hedw.) Bruch & Schimp.,0.01
2010-50,Thamnolia Ach. ex Schaer.,0.2
2010-50,Tomentypnum nitens (Hedw.) Loeske,0.01
2010-50,Vaccinium vitis-idaea L.,13.2
2010-51,Alectoria Ach.,6.0
2010-51,Arctagrostis latifolia (R. Br.) Griseb.,0.1
2010-51,Aulacomnium turgidum (Wahlenb.) Schwägr.,1.1
2010-51,Bistorta plumosa (Small) Greene,4.9
2010-51,Bryocaulon divergens (Ach.) Kärnefelt,1.1
2010-51,Carex bigelowii Torr. ex Schwein.,9.7
2010-51,Cetraria islandica (L.) Ach.,1.0
2010-51,Cladonia P. Browne,5.0
2010-51,Conostomum tetragonum (Hedw.) Lindb.,0.6
2010-51,Dactylina arctica (Richardson) Nyl.,1.9
2010-51,Diapensia obovata (F. Schmidt) Nakai,0.3
2010-51,Dicranum Hedw.,4.3
2010-51,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,3.8
2010-51,Flavocetraria nivalis (L.) Kärnefelt & A. Thell,0.01
2010-51,Hylocomium splendens (Hedw.) Schimp.,1.6
2010-51,Luzula confusa Lindenb.,3.7
2010-51,Masonhalea richardsonii (Hook.) Kärnefelt,0.9
2010-51,Ochrolechia frigida (Sw.) Lynge,0.01
2010-51,Pertusaria DC.,0.1
2010-51,Polytrichum Hedw.,5.9
2010-51,Psoroma hypnorum (Vahl) A. Gray,0.01
2010-51,Racomitrium lanuginosum (Hedw.) Brid.,13.2
2010-51,Rhododendron tomentosum Harmaja,0.01
2010-51,Salix pulchra Cham.,1.0
2010-51,Sphaerophorus globosus (Huds.) Vain.,1.5
2010-51,Stereocaulon tomentosum Fr.,0.01
2010-51,Thamnolia Ach. ex Schaer.,1.8
2010-51,Vaccinium vitis-idaea L.,25.1
2010-53,Alectoria Ach.,8.3
2010-53,Antennaria friesiana (Trautv.) E. Ekman,0.6
2010-53,Asahinea chrysantha (Tuck.) W.L. Culb. & C.F. Culb.,0.01
2010-53,Bryocaulon divergens (Ach.) Kärnefelt,0.2
2010-53,Calamagrostis holmii Lange,0.01
2010-53,Cetraria islandica (L.) Ach.,0.01
2010-53,Cherleria arctica (Stev. ex Ser.) A.J. Moore & Dillenb.,1.2
2010-53,Cladonia P. Browne,0.2
2010-53,Dactylina arctica (Richardson) Nyl.,0.01
2010-53,Diapensia obovata (F. Schmidt) Nakai,2.3
2010-53,Dicranum Hedw.,0.01
2010-53,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,6.4
2010-53,Flavocetraria nivalis (L.) Kärnefelt & A. Thell,1.1
2010-53,Flexitrichum flexicaule (Schwägr.) Ignatov & Fedosov,0.6
2010-53,Hierochloë alpina (Sw. ex Willd.) Roem. & Schult.,1.8
2010-53,Luzula confusa Lindenb.,1.9
2010-53,Masonhalea richardsonii (Hook.) Kärnefelt,0.01
2010-53,Myurella julacea (Schwägr.) Schimp.,0.1
2010-53,Parmelia omphalodes (L.) Ach.,0.4
2010-53,Pohlia cruda (Hedw.) Lindb.,0.4
2010-53,Polytrichum Hedw.,6.5
2010-53,Rhododendron tomentosum Harmaja,1.5
2010-53,Salix phlebophylla Andersson,1.3
2010-53,Sphaerophorus globosus (Huds.) Vain.,1.9
2010-53,Stereocaulon tomentosum Fr.,0.4
2010-53,Thamnolia Ach. ex Schaer.,4.2
2010-53,Vaccinium vitis-idaea L.,1.7
2010-54,Alectoria Ach.,0.1
2010-54,Anastrophyllum (Spruce) Steph.,0.5
2010-54,Aulacomnium turgidum (Wahlenb.) Schwägr.,4.3
2010-54,Betula nana L.,3.0
2010-54,Calamagrostis holmii Lange,0.4
2010-54,Carex aquatilis Wahlenb.,11.8
2010-54,Cetraria islandica (L.) Ach.,1.8
2010-54,Cladonia P. Browne,5.2
2010-54,Dactylina arctica (Richardson) Nyl.,1.4
2010-54,Dicranum Hedw.,2.2
2010-54,Drepanocladus (Müll. Hal.) G. Roth,0.2
2010-54,Eriophorum angustifolium Honck.,0.1
2010-54,Eriophorum vaginatum L.,0.1
2010-54,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,2.7
2010-54,Flavocetraria nivalis (L.) Kärnefelt & A. Thell,0.01
2010-54,Flexitrichum flexicaule (Schwägr.) Ignatov & Fedosov,0.8
2010-54,Hierochloë alpina (Sw. ex Willd.) Roem. & Schult.,0.01
2010-54,Hylocomium splendens (Hedw.) Schimp.,3.8
2010-54,Masonhalea richardsonii (Hook.) Kärnefelt,0.2
2010-54,Myurella julacea (Schwägr.) Schimp.,0.1
2010-54,Oncophorus wahlenbergii Brid.,1.7
2010-54,Peltigera Willd.,2.0
2010-54,Pleurozium schreberi (Willd. ex Brid.) Mitt.,0.7
2010-54,Poa arctica R. Br.,0.4
2010-54,Polytrichum Hedw.,2.0
2010-54,Ptilidium ciliare (L.) Hampe,11.4
2010-54,Salix pulchra Cham.,8.7
2010-54,Stereocaulon tomentosum Fr.,0.1
2010-54,Syntrichia ruralis (Hedw.) F. Weber & D. Mohr,0.01
2010-54,Thamnolia Ach. ex Schaer.,1.8
2010-54,Vaccinium vitis-idaea L.,17.3
2010-55,Alectoria Ach.,3.7
2010-55,Asahinea chrysantha (Tuck.) W.L. Culb. & C.F. Culb.,0.01
2010-55,Aulacomnium turgidum (Wahlenb.) Schwägr.,1.9
2010-55,Bistorta plumosa (Small) Greene,0.9
2010-55,Bryocaulon divergens (Ach.) Kärnefelt,0.01
2010-55,Carex bigelowii Torr. ex Schwein.,3.9
2010-55,Cetraria islandica (L.) Ach.,0.2
2010-55,Cladonia P. Browne,0.5
2010-55,Dactylina arctica (Richardson) Nyl.,0.6
2010-55,Diapensia obovata (F. Schmidt) Nakai,0.5
2010-55,Dicranum Hedw.,1.9
2010-55,Eriophorum vaginatum L.,13.4
2010-55,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,6.1
2010-55,Flavocetraria nivalis (L.) Kärnefelt & A. Thell,0.01
2010-55,Flexitrichum flexicaule (Schwägr.) Ignatov & Fedosov,7.6
2010-55,Hierochloë alpina (Sw. ex Willd.) Roem. & Schult.,0.01
2010-55,Hylocomium splendens (Hedw.) Schimp.,0.2
2010-55,Luzula confusa Lindenb.,3.7
2010-55,Masonhalea richardsonii (Hook.) Kärnefelt,0.01
2010-55,Parmelia omphalodes (L.) Ach.,0.01
2010-55,Peltigera Willd.,0.6
2010-55,Poa arctica R. Br.,0.01
2010-55,Pohlia cruda (Hedw.) Lindb.,0.1
2010-55,Polytrichum Hedw.,1.8
2010-55,Racomitrium lanuginosum (Hedw.) Brid.,0.01
2010-55,Rhododendron tomentosum Harmaja,7.9
2010-55,Rubus chamaemorus L.,0.6
2010-55,Sphaerophorus globosus (Huds.) Vain.,0.6
2010-55,Stereocaulon tomentosum Fr.,0.01
2010-55,Syntrichia ruralis (Hedw.) F. Weber & D. Mohr,0.01
2010-55,Tetraplodon mnioides (Hedw.) Bruch & Schimp.,0.01
2010-55,Thamnolia Ach. ex Schaer.,3.2
2010-55,Tomentypnum nitens (Hedw.) Loeske,0.1
2010-55,Vaccinium vitis-idaea L.,6.8
2010-56,Alectoria Ach.,1.2
2010-56,Anastrophyllum (Spruce) Steph.,0.9
2010-56,Asahinea chrysantha (Tuck.) W.L. Culb. & C.F. Culb.,0.01
2010-56,Aulacomnium turgidum (Wahlenb.) Schwägr.,2.8
2010-56,Carex aquatilis Wahlenb.,10.2
2010-56,Cetraria islandica (L.) Ach.,1.1
2010-56,Cinclidium Sw.,0.2
2010-56,Cladonia P. Browne,5.9
2010-56,Dactylina arctica (Richardson) Nyl.,2.5
2010-56,Dicranum Hedw.,1.4
2010-56,Drepanocladus (Müll. Hal.) G. Roth,0.4
2010-56,Eriophorum vaginatum L.,10.0
2010-56,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,4.9
2010-56,Hylocomium splendens (Hedw.) Schimp.,0.7
2010-56,Oncophorus wahlenbergii Brid.,2.4
2010-56,Parmelia omphalodes (L.) Ach.,0.01
2010-56,Pedicularis lanata Cham. & Schltdl.,0.3
2010-56,Peltigera Willd.,0.3
2010-56,Polytrichum Hedw.,0.3
2010-56,Ptilidium ciliare (L.) Hampe,3.9
2010-56,Rhododendron tomentosum Harmaja,5.6
2010-56,Salix pulchra Cham.,5.1
2010-56,Sphagnum L.,4.1
2010-56,Thamnolia Ach. ex Schaer.,1.2
2010-56,Vaccinium uliginosum L.,0.3
2010-56,Vaccinium vitis-idaea L.,5.4
2010-58,Antennaria friesiana (Trautv.) E. Ekman,0.01
2010-58,Arctagrostis latifolia (R. Br.) Griseb.,0.6
2010-58,Artemisia L.,0.5
2010-58,Asahinea chrysantha (Tuck.) W.L. Culb. & C.F. Culb.,0.01
2010-58,Aulacomnium turgidum (Wahlenb.) Schwägr.,0.2
2010-58,Bistorta plumosa (Small) Greene,3.2
2010-58,Carex bigelowii Torr. ex Schwein.,1.9
2010-58,Carex obtusata Lilj.,0.3
2010-58,Cetraria islandica (L.) Ach.,3.9
2010-58,Climacium dendroides (Hedw.) F. Weber & D. Mohr,0.1
2010-58,Dactylina arctica (Richardson) Nyl.,0.1
2010-58,Dicranum Hedw.,0.3
2010-58,Drepanocladus (Müll. Hal.) G. Roth,0.5
2010-58,Dryas integrifolia ssp. integrifolia Vahl,0.01
2010-58,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,1.1
2010-58,Flavocetraria nivalis (L.) Kärnefelt & A. Thell,0.1
2010-58,Hierochloë alpina (Sw. ex Willd.) Roem. & Schult.,1.5
2010-58,Hylocomium splendens (Hedw.) Schimp.,2.6
2010-58,Luzula confusa Lindenb.,0.1
2010-58,Luzula multiflora (Ehrh.) Lej.,0.01
2010-58,Masonhalea richardsonii (Hook.) Kärnefelt,0.8
2010-58,Micranthes foliolosa (R. Br.) Gornall,0.01
2010-58,Micranthes nelsoniana (D. Don) Small,0.5
2010-58,Peltigera Willd.,0.6
2010-58,Petasites frigidus (L.) Fr.,0.01
2010-58,Poa arctica R. Br.,0.2
2010-58,Pohlia cruda (Hedw.) Lindb.,0.2
2010-58,Polytrichum Hedw.,2.1
2010-58,Pyrola grandiflora Radius,3.5
2010-58,Ranunculus nivalis L.,0.01
2010-58,Rhytidium rugosum (Hedw.) Kindb.,2.0
2010-58,Salix phlebophylla Andersson,0.8
2010-58,Salix reticulata L.,0.01
2010-58,Saussurea angustifolia (L.) D.C.,0.4
2010-58,Sphaerophorus globosus (Huds.) Vain.,0.01
2010-58,Stellaria L.,0.2
2010-58,Stereocaulon tomentosum Fr.,0.01
2010-58,Thamnolia Ach. ex Schaer.,0.01
2010-58,Timmia norvegica J.E. Zetterst.,0.1
2010-58,Tomentypnum nitens (Hedw.) Loeske,0.4
2010-58,Vaccinium vitis-idaea L.,5.6
2010-59,Alectoria Ach.,2.0
2010-59,Antennaria friesiana (Trautv.) E. Ekman,0.01
2010-59,Arctagrostis latifolia (R. Br.) Griseb.,0.01
2010-59,Asahinea chrysantha (Tuck.) W.L. Culb. & C.F. Culb.,0.7
2010-59,Aulacomnium turgidum (Wahlenb.) Schwägr.,0.6
2010-59,Bistorta plumosa (Small) Greene,5.4
2010-59,Bryocaulon divergens (Ach.) Kärnefelt,1.3
2010-59,Carex bigelowii Torr. ex Schwein.,0.3
2010-59,Carex chordorrhiza Ehrh. ex L. f.,0.01
2010-59,Carex scirpoidea Michx.,1.0
2010-59,Cetraria islandica (L.) Ach.,2.7
2010-59,Cladonia P. Browne,0.1
2010-59,Dactylina arctica (Richardson) Nyl.,2.4
2010-59,Diapensia obovata (F. Schmidt) Nakai,3.8
2010-59,Dicranum Hedw.,1.7
2010-59,Distichium capillaceum (Hedw.) Bruch & Schimp.,0.5
2010-59,Dryas integrifolia ssp. integrifolia Vahl,20.2
2010-59,Encalypta alpina Sm.,0.1
2010-59,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,7.7
2010-59,Flavocetraria nivalis (L.) Kärnefelt & A. Thell,1.1
2010-59,Hierochloë alpina (Sw. ex Willd.) Roem. & Schult.,5.9
2010-59,Hylocomium splendens (Hedw.) Schimp.,0.01
2010-59,Luzula confusa Lindenb.,0.4
2010-59,Luzula multiflora (Ehrh.) Lej.,0.3
2010-59,Masonhalea richardsonii (Hook.) Kärnefelt,0.01
2010-59,Micranthes nelsoniana (D. Don) Small,0.4
2010-59,Ochrolechia frigida (Sw.) Lynge,0.4
2010-59,Parmelia omphalodes (L.) Ach.,1.0
2010-59,Pedicularis capitata Adams,0.3
2010-59,Peltigera Willd.,0.9
2010-59,Poa arctica R. Br.,0.5
2010-59,Pohlia cruda (Hedw.) Lindb.,0.9
2010-59,Polytrichum Hedw.,2.9
2010-59,Ptychostomum inclinatum (Sw. ex Brid.) J.R. Spence,0.01
2010-59,Pyrola grandiflora Radius,1.9
2010-59,Rhytidium rugosum (Hedw.) Kindb.,1.9
2010-59,Salix alaxensis (Andersson) Coville,2.4
2010-59,Salix phlebophylla Andersson,8.1
2010-59,Saussurea angustifolia (L.) D.C.,0.6
2010-59,Sphaerophorus globosus (Huds.) Vain.,1.1
2010-59,Stellaria L.,0.7
2010-59,Stereocaulon tomentosum Fr.,1.0
2010-59,Thamnolia Ach. ex Schaer.,5.3
2010-59,Timmia norvegica J.E. Zetterst.,0.3
2010-59,Tofieldia coccinea Richardson,0.01
2010-59,Tomentypnum nitens (Hedw.) Loeske,0.1
A1C,Bryum Hedw.,0.025
A1C,Carex aquatilis Wahlenb.,48.75
A1C,Drepanocladus (Müll. Hal.) G. Roth,3.5
A1C,Eriophorum angustifolium Honck.,0.075
A1C,Sphagnum L.,1.5
A1E,Alectoria Ach.,1.0
A1E,Carex aquatilis Wahlenb.,13.25
A1E,Cetraria islandica (L.) Ach.,0.025
A1E,Cetraria laevigata Rass.,0.025
A1E,Cladonia arbuscula ssp. mitis (Sandst.) Ruoss,0.3
A1E,Cladonia cornuta (L.) Hoffm.,0.025
A1E,Cladonia pyxidata (L.) Hoffm.,0.025
A1E,Cladonia squamosa (Scop.) Hoffm.,0.05
A1E,Cladonia uncialis (L.) F.H. Wigg.,0.025
A1E,Cochlearia arctica Schltdl.,0.25
A1E,Dactylina arctica (Richardson) Nyl.,7.5
A1E,Dupontia fisheri R. Br.,0.275
A1E,Eriophorum angustifolium Honck.,46.25
A1E,Luzula confusa Lindenb.,1.25
A1E,Luzula nivalis (Laest.) Beurling,10.0
A1E,Micranthes foliolosa (R. Br.) Gornall,1.75
A1E,Poa arctica R. Br.,0.275
A1E,Polytrichum Hedw.,2.5
A1E,Sphaerophorus globosus (Huds.) Vain.,0.25
A1E,Thamnolia subuliformis (Ehrh.) W.L. Culb.,0.5
A1T,Carex aquatilis Wahlenb.,20.0
A1T,Drepanocladus (Müll. Hal.) G. Roth,5.0
A1T,Dupontia fisheri R. Br.,3.5
A1T,Eriophorum angustifolium Honck.,0.5
A1T,Sarmentypnum sarmentosum (Wahlenb.) Tuom. & T.J. Kop.,85.0
A2C,Bryum Hedw.,3.0
A2C,Carex aquatilis Wahlenb.,31.25
A2C,Dupontia fisheri R. Br.,1.0
A2C,Eriophorum angustifolium Honck.,5.0
A2C,Petasites frigidus (L.) Fr.,0.025
A2C,Poa alpina L.,0.25
A2C,Sarmentypnum sarmentosum (Wahlenb.) Tuom. & T.J. Kop.,3.25
A2E,Bryum Hedw.,5.0
A2E,Carex aquatilis Wahlenb.,10.0
A2E,Cetraria islandica (L.) Ach.,0.025
A2E,Cetraria laevigata Rass.,1.25
A2E,Cladonia arbuscula ssp. mitis (Sandst.) Ruoss,1.0
A2E,Cladonia squamosa (Scop.) Hoffm.,4.5
A2E,Cladonia uncialis (L.) F.H. Wigg.,0.025
A2E,Dactylina arctica (Richardson) Nyl.,7.0
A2E,Dupontia fisheri R. Br.,1.775
A2E,Eriophorum angustifolium Honck.,22.5
A2E,Luzula nivalis (Laest.) Beurling,2.75
A2E,Masonhalea richardsonii (Hook.) Kärnefelt,0.025
A2E,Micranthes foliolosa (R. Br.) Gornall,2.25
A2E,Poa arctica R. Br.,0.25
A2E,Polytrichum Hedw.,42.5
A2E,Sphagnum L.,7.5
A2E,Thamnolia subuliformis (Ehrh.) W.L. Culb.,1.775
A2T,Carex aquatilis Wahlenb.,40.0
A2T,Dupontia fisheri R. Br.,0.5
A2T,Eriophorum angustifolium Honck.,0.025
A2T,Sarmentypnum sarmentosum (Wahlenb.) Tuom. & T.J. Kop.,32.5
A3C,Carex aquatilis Wahlenb.,28.75
A3C,Drepanocladus (Müll. Hal.) G. Roth,13.75
A3C,Eriophorum L.,0.25
A3C,Eriophorum angustifolium Honck.,0.025
A3C,Sphagnum L.,3.0
A3E,Carex aquatilis Wahlenb.,6.5
A3E,Cetraria islandica (L.) Ach.,1.0
A3E,Cetraria laevigata Rass.,2.5
A3E,Cladonia arbuscula ssp. mitis (Sandst.) Ruoss,1.5
A3E,Cladonia cornuta (L.) Hoffm.,4.0
A3E,Cladonia pyxidata (L.) Hoffm.,0.275
A3E,Cladonia squamosa (Scop.) Hoffm.,0.25
A3E,Cladonia uncialis (L.) F.H. Wigg.,0.05
A3E,Dactylina arctica (Richardson) Nyl.,0.75
A3E,Eriophorum L.,20.0
A3E,Eriophorum angustifolium Honck.,10.0
A3E,Luzula nivalis (Laest.) Beurling,7.5
A3E,Micranthes foliolosa (R. Br.) Gornall,0.5
A3E,Petasites frigidus (L.) Fr.,7.5
A3E,Polytrichum Hedw.,4.5
A3T,Bryum Hedw.,1.25
A3T,Carex aquatilis Wahlenb.,35.0
A3T,Dupontia fisheri R. Br.,2.25
A3T,Eriophorum angustifolium Honck.,1.0
A3T,Sarmentypnum sarmentosum (Wahlenb.) Tuom. & T.J. Kop.,15.0
A3T,Sphagnum L.,36.25
A4C,Carex aquatilis Wahlenb.,20.0
A4C,Drepanocladus (Müll. Hal.) G. Roth,2.5
A4C,Dupontia fisheri R. Br.,0.25
A4C,Eriophorum angustifolium Honck.,0.025
A4C,Sarmentypnum sarmentosum (Wahlenb.) Tuom. & T.J. Kop.,7.5
A4C,Sphagnum L.,2.0
A4E,Alectoria Ach.,1.05
A4E,Carex aquatilis Wahlenb.,7.5
A4E,Cetraria islandica (L.) Ach.,0.025
A4E,Cetraria laevigata Rass.,2.0
A4E,Cladonia arbuscula ssp. mitis (Sandst.) Ruoss,3.75
A4E,Cladonia cornuta (L.) Hoffm.,2.5
A4E,Cladonia pyxidata (L.) Hoffm.,0.025
A4E,Cladonia uncialis (L.) F.H. Wigg.,0.025
A4E,Dactylina arctica (Richardson) Nyl.,16.25
A4E,Dupontia fisheri R. Br.,0.025
A4E,Eriophorum L.,30.0
A4E,Eriophorum angustifolium Honck.,12.5
A4E,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,1.025
A4E,Luzula nivalis (Laest.) Beurling,1.75
A4E,Micranthes foliolosa (R. Br.) Gornall,1.0
A4E,Pogonatum P. Beauv.,1.5
A4E,Polytrichum Hedw.,7.0
A4E,Sphaerophorus globosus (Huds.) Vain.,1.25
A4E,Thamnolia subuliformis (Ehrh.) W.L. Culb.,0.775
A4T,Bryum Hedw.,15.0
A4T,Carex aquatilis Wahlenb.,27.5
A4T,Dupontia fisheri R. Br.,10.0
A4T,Eriophorum angustifolium Honck.,3.25
A4T,Peltigera aphthosa (L.) Willd.,0.25
A4T,Petasites frigidus (L.) Fr.,5.25
A4T,Sarmentypnum sarmentosum (Wahlenb.) Tuom. & T.J. Kop.,40.0
A4T,Sphagnum L.,25.0
AB-1B,Carex microchaeta Holm,0.7
AB-1B,Potentilla elegans Cham. & Schltdl.,0.7
AB-1B,Smelowskia porsildii (W.H. Drury & Rollins) Jurtz.,0.7
AB-1B,Umbilicaria Hoffm.,12.7
AB-5B,Alectoria Ach.,2.0
AB-5B,Arnica lessingii Greene,0.7
AB-5B,Asahinea chrysantha (Tuck.) W.L. Culb. & C.F. Culb.,1.3
AB-5B,Bistorta plumosa (Small) Greene,2.0
AB-5B,Bryocaulon divergens (Ach.) Kärnefelt,1.3
AB-5B,Carex podocarpa R. Br.,6.0
AB-5B,Cassiope tetragona (L.) D. Don,10.7
AB-5B,Cetraria islandica (L.) Ach.,0.7
AB-5B,Cladonia arbuscula ssp. mitis (Sandst.) Ruoss,2.7
AB-5B,Cladonia rangiferina (L.) F.H. Wigg.,0.7
AB-5B,Diapensia obovata (F. Schmidt) Nakai,0.7
AB-5B,Dryas ajanensis ssp. beringensis Jurtz.,1.3
AB-5B,Luzula confusa Lindenb.,0.7
AB-5B,Polytrichum hyperboreum R. Br.,2.7
AB-5B,Rhododendron tomentosum ssp. decumbens (Aiton) Elven & D.F. Murray,1.3
AB-5B,Salix phlebophylla Andersson,8.7
AB-5B,Sphaerophorus globosus (Huds.) Vain.,0.7
AB-5B,Stereocaulon Hoffm.,0.7
AB-5B,Thamnolia vermicularis (Sw.) Ach. ex Schaer.,1.3
AB-5B,Umbilicaria Hoffm.,2.7
AB-5B,Vaccinium uliginosum L.,6.0
AB-5B,Vaccinium vitis-idaea L.,8.0
ADST-2,Asahinea chrysantha (Tuck.) W.L. Culb. & C.F. Culb.,0.7
ADST-2,Aulacomnium turgidum (Wahlenb.) Schwägr.,1.3
ADST-2,Bistorta plumosa (Small) Greene,0.7
ADST-2,Boykinia richardsonii (Hook.) Rothr.,0.7
ADST-2,Bryocaulon divergens (Ach.) Kärnefelt,0.7
ADST-2,Carex bigelowii ssp. ensifolia (Turcz. ex Gorodkov) Holub.,3.3
ADST-2,Cassiope tetragona (L.) D. Don,2.7
ADST-2,Cetraria islandica (L.) Ach.,0.7
ADST-2,Cladonia P. Browne,2.0
ADST-2,Dactylina arctica (Richardson) Nyl.,0.7
ADST-2,Dryas ajanensis ssp. beringensis Jurtz.,11.3
ADST-2,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,0.7
ADST-2,Flavocetraria nivalis (L.) Kärnefelt & A. Thell,0.7
ADST-2,Geum glaciale Adams ex Fisch.,0.7
ADST-2,Geum rossii (R. Br.) Ser.,0.7
ADST-2,Micranthes nelsoniana (D. Don) Small,0.7
ADST-2,Peltigera Willd.,1.3
ADST-2,Racomitrium lanuginosum (Hedw.) Brid.,1.3
ADST-2,Salix phlebophylla Andersson,3.3
ADST-2,Salix pulchra Cham.,6.7
ADST-2,Silene uralensis ssp. uralensis (Rupr.) Bocquet,0.7
ADST-2,Vaccinium vitis-idaea L.,4.7
ADST-21,Alectoria Ach.,2.7
ADST-21,Arctous rubra (Rehder & Wilson) Nakai,4.0
ADST-21,Asahinea chrysantha (Tuck.) W.L. Culb. & C.F. Culb.,1.3
ADST-21,Aulacomnium turgidum (Wahlenb.) Schwägr.,1.3
ADST-21,Betula nana L.,6.0
ADST-21,Bryoria Brodo & D. Hawksw.,2.0
ADST-21,Campanula lasiocarpa Cham.,0.7
ADST-21,Carex bigelowii ssp. ensifolia (Turcz. ex Gorodkov) Holub.,1.3
ADST-21,Carex microchaeta Holm,0.7
ADST-21,Carex rupestris All.,0.7
ADST-21,Carex scirpoidea Michx.,0.7
ADST-21,Cassiope tetragona (L.) D. Don,4.0
ADST-21,Cladonia P. Browne,0.7
ADST-21,Cladonia arbuscula ssp. mitis (Sandst.) Ruoss,2.7
ADST-21,Cladonia rangiferina (L.) F.H. Wigg.,2.7
ADST-21,Cladonia uncialis (L.) F.H. Wigg.,1.3
ADST-21,Dactylina arctica (Richardson) Nyl.,1.3
ADST-21,Diapensia obovata (F. Schmidt) Nakai,0.7
ADST-21,Dicranum Hedw.,7.3
ADST-21,Dryas ajanensis ssp. beringensis Jurtz.,21.3
ADST-21,Empetrum nigrum L.,5.3
ADST-21,Flavocetraria cucullata (Bellardi) Kärnefelt & A. Thell,5.3
ADST-21,Flavocetraria nivalis (L.) Kärnefelt & A. Thell,1.3
ADST-21,Hierochloë alpina (Sw. ex Willd.) Roem. & Schult.,1.3
